JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459904.01174,10.075,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.266|CREFERR=0.049|CREFMAG=10.452|KMAG=11.161|KMAGINS=-8.558|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.643,0,1.242,Z,-9.266,-8.558,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.01240,10.082,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.241|CREFERR=0.049|CREFMAG=10.452|KMAG=11.155|KMAGINS=-8.538|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.611,0,1.245,Z,-9.241,-8.538,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.01304,10.078,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.236|CREFERR=0.049|CREFMAG=10.452|KMAG=11.155|KMAGINS=-8.533|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.609,0,1.248,Z,-9.236,-8.533,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.01372,10.067,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.289|CREFERR=0.049|CREFMAG=10.452|KMAG=11.166|KMAGINS=-8.575|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.674,0,1.250,Z,-9.289,-8.575,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.01438,10.081,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.273|CREFERR=0.049|CREFMAG=10.452|KMAG=11.156|KMAGINS=-8.569|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.644,0,1.253,Z,-9.273,-8.569,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.01502,10.078,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.279|CREFERR=0.049|CREFMAG=10.452|KMAG=11.137|KMAGINS=-8.594|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.653,0,1.256,Z,-9.279,-8.594,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.01568,10.069,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.295|CREFERR=0.049|CREFMAG=10.452|KMAG=11.151|KMAGINS=-8.596|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.678,0,1.259,Z,-9.295,-8.596,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.01634,10.077,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.325|CREFERR=0.049|CREFMAG=10.452|KMAG=11.150|KMAGINS=-8.627|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.700,0,1.261,Z,-9.325,-8.627,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.01699,10.069,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.293|CREFERR=0.049|CREFMAG=10.452|KMAG=11.150|KMAGINS=-8.595|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.676,0,1.264,Z,-9.293,-8.595,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.01765,10.077,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.282|CREFERR=0.049|CREFMAG=10.452|KMAG=11.156|KMAGINS=-8.578|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.657,0,1.267,Z,-9.282,-8.578,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.01831,10.064,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.281|CREFERR=0.049|CREFMAG=10.452|KMAG=11.156|KMAGINS=-8.577|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.669,0,1.270,Z,-9.281,-8.577,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.01897,10.066,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.289|CREFERR=0.049|CREFMAG=10.452|KMAG=11.138|KMAGINS=-8.603|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.675,0,1.273,Z,-9.289,-8.603,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.01963,10.079,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.257|CREFERR=0.049|CREFMAG=10.452|KMAG=11.150|KMAGINS=-8.560|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.630,0,1.276,Z,-9.257,-8.560,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.02030,10.066,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.257|CREFERR=0.049|CREFMAG=10.452|KMAG=11.152|KMAGINS=-8.557|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.643,0,1.279,Z,-9.257,-8.557,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.02095,10.084,0.009,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.234|CREFERR=0.049|CREFMAG=10.452|KMAG=11.158|KMAGINS=-8.528|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.602,0,1.282,Z,-9.234,-8.528,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.02161,10.061,0.011,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.314|CREFERR=0.049|CREFMAG=10.452|KMAG=11.147|KMAGINS=-8.619|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.705,0,1.285,Z,-9.314,-8.619,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.02227,10.097,0.011,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.331|CREFERR=0.049|CREFMAG=10.452|KMAG=11.188|KMAGINS=-8.595|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.686,0,1.288,Z,-9.331,-8.595,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.02292,10.083,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.266|CREFERR=0.049|CREFMAG=10.452|KMAG=11.170|KMAGINS=-8.548|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.635,0,1.291,Z,-9.266,-8.548,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.02358,10.074,0.008,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.268|CREFERR=0.049|CREFMAG=10.452|KMAG=11.150|KMAGINS=-8.570|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.647,0,1.295,Z,-9.268,-8.570,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.15450,11.137,0.008,,B,PEX,,111,,X28357AJ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.256|CREFERR=0.006|CREFMAG=11.510|VMAGINS=-9.629,0,1.921,Z,-9.256,,,HD 251108,AAVSO,STD,,,,
2459904.15488,10.001,0.004,,V,PEX,,111,,X28357AJ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-10.028|CREFERR=0.020|CREFMAG=11.112|VMAGINS=-11.139,0,1.916,Z,-10.028,,,HD 251108,AAVSO,STD,,,,
2459904.15527,9.329,0.004,,R,PEX,,111,,X28357AJ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.920|CREFERR=0.063|CREFMAG=10.854|VMAGINS=-11.445,0,1.911,Z,-9.920,,,HD 251108,AAVSO,STD,,,,
2459904.15565,8.643,0.011,,I,PEX,,111,,X28357AJ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.529|CREFERR=0.084|CREFMAG=10.609|VMAGINS=-10.495,0,1.907,Z,-8.529,,,HD 251108,AAVSO,STD,,,,
2459904.23503,11.077,0.002,,B,YBA,,111,,X28364CZ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.137|CREFERR=0.006|CREFMAG=11.510|VMAGINS=-9.570,0,1.436,Z,-9.137,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459904.23590,10.011,0.001,,V,YBA,,111,,X28364CZ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.951|CREFERR=0.020|CREFMAG=11.112|VMAGINS=-11.051,0,1.434,Z,-9.951,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459904.23657,9.334,0.002,,R,YBA,,111,,X28364CX,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.813|CREFERR=0.063|CREFMAG=10.854|VMAGINS=-11.333,0,1.433,Z,-9.813,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459904.295012,11.086,0.024,,B,OMOA,,ENSEMBLE,,,,0,1.512,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459904.296088,8.651,0.013,,I,OMOA,,ENSEMBLE,,,,0,1.501,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459904.301204,10.004,0.012,,V,OMOA,,ENSEMBLE,,,,0,1.454,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459904.506194,9.8649,0.0098,,V,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459904.50682,10.9765,0.0061,,B,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459904.507441,9.4319,0.0137,,SR,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459904.610463,11.1387,0.0028,,B,PDM,,ENSEMBLE,,APASS DR10,"""SPAIN - OTIVAR OBSERVATORY. COMPARISON STARS TAKEN FROM ASTROQUERY (VISIER,APASS DR10 CATALOG) -> COMP. STARS IDS:  [24136775, 24136730, 24136717, 24136735, 24136382, 24136424, 24136425, 24136744, 24136745, 24136376]-- COMP. STARS MAG_B: [10.893 11.475 11.681 11.91  11.894 12.147 12.172 12.292 12.324 12.6  ]-- FOR DETAILS OF PHOTOMETRY PIPELINE CONTACT PROF. ADAM POPOWICZ (APOPOWICZ(AT))POLSL.PL)""",0,1.097,Z,,,,ASAS J060415+1245.9,,STD,,,,
2459904.611273,10.0082,0.0020,,V,PDM,,ENSEMBLE,,APASS DR10,"""SPAIN - OTIVAR OBSERVATORY. COMPARISON STARS TAKEN FROM ASTROQUERY (VISIER,APASS DR10 CATALOG) -> COMP. STARS IDS:  [24136776, 24136730, 24136382, 24136735, 24136717, 24136454, 24136453, 24136826, 24136825, 24136425]-- COMP. STARS MAG_V: [10.04  11.146 11.338 11.343 11.472 11.56  11.6   11.863 11.892 11.812]-- FOR DETAILS OF PHOTOMETRY PIPELINE CONTACT PROF. ADAM POPOWICZ (APOPOWICZ(AT))POLSL.PL)""",0,1.098,Z,,,,ASAS J060415+1245.9,,STD,,,,
2459904.611898,9.5537,0.0019,,R,PDM,,ENSEMBLE,,APASS DR10,"""SPAIN - OTIVAR OBSERVATORY. COMPARISON STARS TAKEN FROM ASTROQUERY (VISIER,APASS DR10 CATALOG) -> COMP. STARS IDS:  [24136453, 24136454, 24136826, 24136825, 24136730, 24136382, 24136735, 24136717, 24136424, 24136425]-- COMP. STARS MAG_R: [11.026 11.061 11.112 11.204 11.07  11.179 11.165 11.416 11.756 11.733]-- FOR DETAILS OF PHOTOMETRY PIPELINE CONTACT PROF. ADAM POPOWICZ (APOPOWICZ(AT))POLSL.PL)""",0,1.098,Z,,,,ASAS J060415+1245.9,,STD,,,,
2459904.612697,9.0655,0.0026,,I,PDM,,ENSEMBLE,,APASS DR10,"""SPAIN - OTIVAR OBSERVATORY. COMPARISON STARS TAKEN FROM ASTROQUERY (VISIER,APASS DR10 CATALOG) -> COMP. STARS IDS:  [24136826, 24136825, 24136453, 24136454, 24136735, 24136382, 24136730, 24136717, 24136425, 24136424]-- COMP. STARS MAG_I: [10.349 10.42  10.651 10.546 11.01  11.    11.042 11.372 11.735 11.777]-- FOR DETAILS OF PHOTOMETRY PIPELINE CONTACT PROF. ADAM POPOWICZ (APOPOWICZ(AT))POLSL.PL)""",0,1.099,Z,,,,ASAS J060415+1245.9,,STD,,,,
2459904.613727,11.1413,0.0028,,B,PDM,,ENSEMBLE,,APASS DR10,"""SPAIN - OTIVAR OBSERVATORY. COMPARISON STARS TAKEN FROM ASTROQUERY (VISIER,APASS DR10 CATALOG) -> COMP. STARS IDS:  [24136776, 24136730, 24136717, 24136382, 24136735, 24136425, 24136424, 24136744, 24136745, 24136376]-- COMP. STARS MAG_B: [10.893 11.475 11.681 11.894 11.91  12.172 12.147 12.292 12.324 12.6  ]-- FOR DETAILS OF PHOTOMETRY PIPELINE CONTACT PROF. ADAM POPOWICZ (APOPOWICZ(AT))POLSL.PL)""",0,1.099,Z,,,,ASAS J060415+1245.9,,STD,,,,
2459904.614525,10.0123,0.0020,,V,PDM,,ENSEMBLE,,APASS DR10,"""SPAIN - OTIVAR OBSERVATORY. COMPARISON STARS TAKEN FROM ASTROQUERY (VISIER,APASS DR10 CATALOG) -> COMP. STARS IDS:  [24136776, 24136730, 24136382, 24136735, 24136717, 24136454, 24136453, 24136826, 24136825, 24136425]-- COMP. STARS MAG_V: [10.04  11.146 11.338 11.343 11.472 11.56  11.6   11.863 11.892 11.812]-- FOR DETAILS OF PHOTOMETRY PIPELINE CONTACT PROF. ADAM POPOWICZ (APOPOWICZ(AT))POLSL.PL)""",0,1.100,Z,,,,ASAS J060415+1245.9,,STD,,,,
2459904.61515,9.5497,0.0020,,R,PDM,,ENSEMBLE,,APASS DR10,"""SPAIN - OTIVAR OBSERVATORY. COMPARISON STARS TAKEN FROM ASTROQUERY (VISIER,APASS DR10 CATALOG) -> COMP. STARS IDS:  [24136454, 24136453, 24136825, 24136826, 24136730, 24136382, 24136735, 24136717, 24136424, 24136425]-- COMP. STARS MAG_R: [11.061 11.026 11.204 11.112 11.07  11.179 11.165 11.416 11.756 11.733]-- FOR DETAILS OF PHOTOMETRY PIPELINE CONTACT PROF. ADAM POPOWICZ (APOPOWICZ(AT))POLSL.PL)""",0,1.100,Z,,,,ASAS J060415+1245.9,,STD,,,,
2459904.68127,11.139,0.007,,B,BPEC,,105,99,X28363LK,|CMAGINS=-7.382|CREFMAG=11.495|KMAGINS=-8.419|KREFERR=0.019|KREFMAG=10.529|OBSERVAT=BSM_NM|TAVER=2.52|TB_BV=0.0120|TB_BVERR=0.0250|VERR=0.007|VMAGINS=-7.739|VX=2.1060,1,2.596,Z,-7.382,-8.419,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459904.68326,10.004,0.005,,V,BPEC,,105,99,X28363LK,|CMAGINS=-8.667|CREFERR=0.049|CREFMAG=10.452|KMAGINS=-9.277|KREFERR=0.042|KREFMAG=9.936|OBSERVAT=BSM_NM|TAVER=2.52|TV_BV=-0.0330|TV_BVERR=0.0180|VERR=0.005|VMAGINS=-9.112|VX=2.0652,1,2.538,Z,-8.667,-9.277,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459904.68476,9.311,0.006,,R,BPEC,,105,99,X28363LK,|CMAGINS=-9.071|CREFERR=0.091|CREFMAG=9.879|KMAGINS=-9.414|KREFERR=0.098|KREFMAG=9.570|OBSERVAT=BSM_NM|TAVER=2.52|TR_VI=-0.0480|TR_VIERR=0.0180|VERR=0.004|VMAGINS=-9.627|VX=2.0356,1,2.493,Z,-9.071,-9.414,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459904.68622,8.653,0.007,,I,BPEC,,105,99,X28363LK,|CMAGINS=-8.098|CREFERR=0.116|CREFMAG=9.345|KMAGINS=-8.229|KREFERR=0.128|KREFMAG=9.226|OBSERVAT=BSM_NM|TAVER=2.52|TI_VI=-0.0460|TI_VIERR=0.0160|VERR=0.006|VMAGINS=-8.779|VX=2.0078,1,2.450,Z,-8.098,-8.229,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459904.70565,11.179,0.007,,B,FPIA,,111,105,221121,MITTELMAN ATMOB OBSERVATORY |CMAGINS=-10.079|CREFERR=0.006|CREFMAG=11.510|KMAGINS=-10.105|KREFMAG=11.495|TAVER=2.52|TB_BV=0.0310|TB_BVERR=0.0070|VERR=0.004|VMAGINS=-10.435|VX=1.2786,1,1.278,Z,-10.079,-10.105,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459904.70720,9.974,0.007,,V,FPIA,,111,105,221121,MITTELMAN ATMOB OBSERVATORY |CMAGINS=-10.466|CREFERR=0.020|CREFMAG=11.112|KMAGINS=-11.092|KREFERR=0.049|KREFMAG=10.452|TAVER=2.52|TV_BV=-0.1310|TV_BVERR=0.0080|VERR=0.003|VMAGINS=-11.498|VX=1.2733,1,1.273,Z,-10.466,-11.092,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459904.70866,9.245,0.007,,R,FPIA,,111,105,221121,MITTELMAN ATMOB OBSERVATORY |CMAGINS=-10.614|CREFERR=0.063|CREFMAG=10.854|KMAGINS=-11.615|KREFERR=0.091|KREFMAG=9.879|TAVER=2.52|TR_VI=-0.1380|TR_VIERR=0.0070|VERR=0.003|VMAGINS=-12.100|VX=1.2683,1,1.268,Z,-10.614,-11.615,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459904.71046,8.582,0.009,,I,FPIA,,111,105,221121,MITTELMAN ATMOB OBSERVATORY |CMAGINS=-8.971|CREFERR=0.084|CREFMAG=10.609|KMAGINS=-10.253|KREFERR=0.116|KREFMAG=9.345|TAVER=2.52|TI_VI=-0.1510|TI_VIERR=0.0080|VERR=0.006|VMAGINS=-10.864|VX=1.2625,1,1.262,Z,-8.971,-10.253,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459904.822222,8.669,0.006,,I,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C =  9.345  K = 10.609,0,1.291,Z,18.071,19.458,,ASAS J060415+1245.9,VVS,STD,,,,
2459904.822373,8.673,0.006,,I,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C =  9.345  K = 10.609,0,1.292,Z,18.064,19.440,,ASAS J060415+1245.9,VVS,STD,,,,
2459904.822558,10.039,0.005,,V,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 10.452  K = 11.112,0,1.292,Z,17.735,18.441,,ASAS J060415+1245.9,VVS,STD,,,,
2459904.822720,10.028,0.005,,V,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 10.452  K = 11.112,0,1.292,Z,17.744,18.443,,ASAS J060415+1245.9,VVS,STD,,,,
2459904.822963,11.145,0.008,,B,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 11.495  K = 11.510,0,1.293,Z,18.423,18.467,,ASAS J060415+1245.9,VVS,STD,,,,
2459904.823229,11.148,0.008,,B,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 11.495  K = 11.510,0,1.294,Z,18.429,18.463,,ASAS J060415+1245.9,VVS,STD,,,,
2459904.96130,10.045,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.287|CREFERR=0.049|CREFMAG=10.452|KMAG=11.144|KMAGINS=-8.595|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.694,0,1.115,Z,-9.287,-8.595,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.96197,10.042,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.290|CREFERR=0.049|CREFMAG=10.452|KMAG=11.151|KMAGINS=-8.590|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.699,0,1.116,Z,-9.290,-8.590,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.96263,10.042,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.287|CREFERR=0.049|CREFMAG=10.452|KMAG=11.142|KMAGINS=-8.597|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.697,0,1.117,Z,-9.287,-8.597,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.96330,10.031,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.292|CREFERR=0.049|CREFMAG=10.452|KMAG=11.143|KMAGINS=-8.601|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.713,0,1.118,Z,-9.292,-8.601,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.96396,10.036,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.267|CREFERR=0.049|CREFMAG=10.452|KMAG=11.143|KMAGINS=-8.575|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.682,0,1.119,Z,-9.267,-8.575,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.96462,10.040,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.287|CREFERR=0.049|CREFMAG=10.452|KMAG=11.147|KMAGINS=-8.592|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.699,0,1.121,Z,-9.287,-8.592,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.96528,10.032,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.279|CREFERR=0.049|CREFMAG=10.452|KMAG=11.132|KMAGINS=-8.599|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.700,0,1.122,Z,-9.279,-8.599,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.96594,10.050,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.268|CREFERR=0.049|CREFMAG=10.452|KMAG=11.150|KMAGINS=-8.570|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.670,0,1.123,Z,-9.268,-8.570,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.96660,10.045,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.254|CREFERR=0.049|CREFMAG=10.452|KMAG=11.154|KMAGINS=-8.551|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.661,0,1.124,Z,-9.254,-8.551,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.96725,10.030,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.260|CREFERR=0.049|CREFMAG=10.452|KMAG=11.141|KMAGINS=-8.571|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.682,0,1.125,Z,-9.260,-8.571,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.96791,10.045,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.243|CREFERR=0.049|CREFMAG=10.452|KMAG=11.153|KMAGINS=-8.542|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.650,0,1.126,Z,-9.243,-8.542,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.96855,10.055,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.285|CREFERR=0.049|CREFMAG=10.452|KMAG=11.150|KMAGINS=-8.587|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.682,0,1.127,Z,-9.285,-8.587,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.96921,10.050,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.275|CREFERR=0.049|CREFMAG=10.452|KMAG=11.154|KMAGINS=-8.573|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.676,0,1.129,Z,-9.275,-8.573,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.96987,10.038,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.276|CREFERR=0.049|CREFMAG=10.452|KMAG=11.145|KMAGINS=-8.583|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.690,0,1.130,Z,-9.276,-8.583,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.97054,10.050,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.272|CREFERR=0.049|CREFMAG=10.452|KMAG=11.157|KMAGINS=-8.566|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.674,0,1.131,Z,-9.272,-8.566,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.97120,10.035,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.254|CREFERR=0.049|CREFMAG=10.452|KMAG=11.142|KMAGINS=-8.564|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.671,0,1.132,Z,-9.254,-8.564,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.97186,10.038,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.268|CREFERR=0.049|CREFMAG=10.452|KMAG=11.140|KMAGINS=-8.580|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.681,0,1.134,Z,-9.268,-8.580,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.97253,10.029,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.215|CREFERR=0.049|CREFMAG=10.452|KMAG=11.131|KMAGINS=-8.536|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.639,0,1.135,Z,-9.215,-8.536,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.97319,10.036,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.260|CREFERR=0.049|CREFMAG=10.452|KMAG=11.140|KMAGINS=-8.572|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.676,0,1.136,Z,-9.260,-8.572,,ASAS J060415+1245.9,AAVSO,STD,0,,,
