JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459919.818935,8.891,0.008,,I,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C =  9.345  K = 10.609,0,1.449,Z,18.429,19.806,,ASAS J060415+1245.9,VVS,STD,,,,
2459919.819120,10.299,0.008,,V,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 10.452  K = 11.112,0,1.451,Z,18.123,18.865,,ASAS J060415+1245.9,VVS,STD,,,,
2459919.819271,10.297,0.008,,V,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 10.452  K = 11.112,0,1.451,Z,18.129,18.843,,ASAS J060415+1245.9,VVS,STD,,,,
2459919.819525,11.428,0.012,,B,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 11.495  K = 11.510,0,1.453,Z,18.848,18.857,,ASAS J060415+1245.9,VVS,STD,,,,
2459919.819792,11.434,0.013,,B,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 11.495  K = 11.510,0,1.455,Z,18.845,18.881,,ASAS J060415+1245.9,VVS,STD,,,,
2459920.10652,11.482,0.023,,B,PEX,,111,,X28384IZ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.785|CREFERR=0.006|CREFMAG=11.510|VMAGINS=-8.814,0,1.975,Z,-8.785,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459920.10693,10.268,0.013,,V,PEX,,111,,X28384IZ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.411|CREFERR=0.020|CREFMAG=11.112|VMAGINS=-10.255,0,1.970,Z,-9.411,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459920.10730,9.536,0.011,,R,PEX,,111,,X28384IZ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.378|CREFERR=0.063|CREFMAG=10.854|VMAGINS=-10.696,0,1.965,Z,-9.378,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459920.10772,8.742,0.034,,I,PEX,,111,,X28357AJ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-7.760|CREFMAG=10.609|VMAGINS=-9.627,0,1.960,Z,-7.760,,,HD 251108,AAVSO,STD,,,,
2459920.10861,11.371,0.006,,B,YBA,,111,,X28364CZ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.515|CREFERR=0.006|CREFMAG=11.510|VMAGINS=-8.654,0,1.952,Z,-8.515,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459920.10948,10.190,0.004,,V,YBA,,111,,X28364CZ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.229|CREFERR=0.020|CREFMAG=11.112|VMAGINS=-10.151,0,1.939,Z,-9.229,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459920.11017,9.500,0.004,,R,YBA,,111,,X28364CX,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.154|CREFERR=0.063|CREFMAG=10.854|VMAGINS=-10.509,0,1.930,Z,-9.154,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459920.23324,11.417,0.003,,B,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.295|CREFERR=0.006|CREFMAG=11.510|KMAG=13.758|KMAGINS=-7.047|KREFERR=0.015|KREFMAG=13.783|VMAGINS=-9.388",0,1.811,Z,-9.295,-7.047,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459920.23399,10.236,0.002,,V,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.886|CREFERR=0.020|CREFMAG=11.112|KMAG=13.219|KMAGINS=-7.779|KREFERR=3.000|KREFMAG=13.224|VMAGINS=-10.762",0,1.820,Z,-9.886,-7.779,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459920.23447,9.495,0.003,,R,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-10.049|CREFERR=0.063|CREFMAG=10.854|KMAG=12.898|KMAGINS=-8.005|KREFMAG=0.000|VMAGINS=-11.408",0,1.826,Z,-10.049,-8.005,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459920.23490,8.765,0.005,,I,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.313|CREFERR=0.084|CREFMAG=10.609|KMAG=12.519|KMAGINS=-7.403|KREFMAG=0.000|VMAGINS=-11.157",0,1.831,Z,-9.313,-7.403,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459920.666724,10.1318,0.0136,,V,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459920.667362,11.1952,0.0159,,B,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459920.667972,9.7071,0.0136,,SR,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459921.18135,11.380,0.003,,B,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.299|CREFERR=0.006|CREFMAG=11.510|KMAG=13.755|KMAGINS=-7.054|KREFERR=0.015|KREFMAG=13.783|VMAGINS=-9.429",0,1.485,Z,-9.299,-7.054,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459921.18208,10.189,0.003,,V,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.852|CREFERR=0.020|CREFMAG=11.112|KMAG=13.224|KMAGINS=-7.740|KREFERR=3.000|KREFMAG=13.224|VMAGINS=-10.775",0,1.489,Z,-9.852,-7.740,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459921.18255,9.462,0.004,,R,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-10.021|CREFERR=0.063|CREFMAG=10.854|KMAG=12.886|KMAGINS=-7.988|KREFMAG=0.000|VMAGINS=-11.412",0,1.491,Z,-10.021,-7.988,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459921.18296,8.723,0.005,,I,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.309|CREFERR=0.084|CREFMAG=10.609|KMAG=12.552|KMAGINS=-7.366|KREFMAG=0.000|VMAGINS=-11.194",0,1.493,Z,-9.309,-7.366,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459922.23355,11.331,0.011,,B,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-8.884|CREFERR=0.006|CREFMAG=11.510|KMAG=13.781|KMAGINS=-6.613|KREFERR=0.015|KREFMAG=13.783|VMAGINS=-9.062",0,1.873,Z,-8.884,-6.613,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459922.23429,10.154,0.005,,V,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.785|CREFERR=0.020|CREFMAG=11.112|KMAG=13.241|KMAGINS=-7.656|KREFERR=3.000|KREFMAG=13.224|VMAGINS=-10.743",0,1.884,Z,-9.785,-7.656,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459922.23478,9.407,0.006,,R,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.923|CREFERR=0.063|CREFMAG=10.854|KMAG=12.894|KMAGINS=-7.882|KREFMAG=0.000|VMAGINS=-11.370",0,1.891,Z,-9.923,-7.882,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459922.23520,8.695,0.006,,I,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.219|CREFERR=0.084|CREFMAG=10.609|KMAG=12.523|KMAGINS=-7.306|KREFMAG=0.000|VMAGINS=-11.133",0,1.896,Z,-9.219,-7.306,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459923.18543,11.294,0.004,,B,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.294|CREFERR=0.006|CREFMAG=11.510|KMAG=13.756|KMAGINS=-7.048|KREFERR=0.015|KREFMAG=13.783|VMAGINS=-9.509",0,1.526,Z,-9.294,-7.048,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459923.18616,10.111,0.004,,V,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.845|CREFERR=0.020|CREFMAG=11.112|KMAG=13.194|KMAGINS=-7.762|KREFERR=3.000|KREFMAG=13.224|VMAGINS=-10.846",0,1.530,Z,-9.845,-7.762,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459923.18661,9.376,0.005,,R,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-10.041|CREFERR=0.063|CREFMAG=10.854|KMAG=12.811|KMAGINS=-8.083|KREFMAG=0.000|VMAGINS=-11.519",0,1.533,Z,-10.041,-8.083,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459923.18701,8.648,0.008,,I,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.256|CREFERR=0.084|CREFMAG=10.609|KMAG=12.528|KMAGINS=-7.336|KREFMAG=0.000|VMAGINS=-11.217",0,1.535,Z,-9.256,-7.336,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459924.12284,11.194,0.004,,B,YBA,,111,,X28364CZ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.042|CREFERR=0.006|CREFMAG=11.510|VMAGINS=-9.358,0,1.698,Z,-9.042,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459924.12369,10.111,0.002,,V,YBA,,111,,X28364CZ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.783|CREFERR=0.020|CREFMAG=11.112|VMAGINS=-10.784,0,1.690,Z,-9.783,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459924.12436,9.397,0.003,,R,YBA,,111,,X28364CX,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.693|CREFERR=0.063|CREFMAG=10.854|VMAGINS=-11.150,0,1.684,Z,-9.693,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459924.12501,11.254,0.010,,B,PEX,,111,,X28394G,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.224|CREFERR=0.006|CREFMAG=11.510|VMAGINS=-9.480,0,1.679,Z,-9.224,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459924.12539,10.095,0.005,,V,PEX,,111,,X28394G,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.897|CREFERR=0.020|CREFMAG=11.112|VMAGINS=-10.915,0,1.676,Z,-9.897,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459924.12578,9.386,0.006,,R,PEX,,111,,X28394J,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.761|CREFERR=0.063|CREFMAG=10.854|VMAGINS=-11.229,0,1.673,Z,-9.761,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459924.12618,8.692,0.015,,I,PEX,,111,,X28394J,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.369|CREFERR=0.084|CREFMAG=10.609|VMAGINS=-10.286,0,1.670,Z,-8.369,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459924.41193,10.101,0.004,,V,PJMB,B,105,111,X28376GN,Mak127 ASI533MM FotoDif 1.135,0,,Z,10.452,11.156,,HD 251108,AAVSO,STD,,,,
2459925.09332,11.167,0.009,,B,PEX,,111,,X28394G,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.111|CREFERR=0.006|CREFMAG=11.510|VMAGINS=-9.454,0,1.970,Z,-9.111,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459925.09361,10.097,0.004,,V,PEX,,111,,X28394G,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.865|CREFERR=0.020|CREFMAG=11.112|VMAGINS=-10.880,0,1.965,Z,-9.865,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459925.09390,9.352,0.005,,R,PEX,,111,,X28394J,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.772|CREFERR=0.063|CREFMAG=10.854|VMAGINS=-11.274,0,1.962,Z,-9.772,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459925.09420,8.621,0.015,,I,PEX,,111,,X28394J,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.324|CREFERR=0.084|CREFMAG=10.609|VMAGINS=-10.312,0,1.958,Z,-8.324,,,HD 251108,AAVSO,STD,,,,
2459925.09495,11.166,0.004,,B,YBA,,111,,X28364CZ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.997|CREFERR=0.006|CREFMAG=11.510|VMAGINS=-9.341,0,1.952,Z,-8.997,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459925.09572,10.073,0.002,,V,YBA,,111,,X28364CZ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.745|CREFERR=0.020|CREFMAG=11.112|VMAGINS=-10.784,0,1.941,Z,-9.745,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459925.09627,9.363,0.003,,R,YBA,,111,,X28364CX,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.645|CREFERR=0.063|CREFMAG=10.854|VMAGINS=-11.136,0,1.933,Z,-9.645,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459925.464465,9.9485,0.0098,,V,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459925.465091,11.0288,0.0102,,B,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459925.4657,9.524,0.0108,,SR,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459925.85063,11.178,0.006,,B,BPEC,,105,99,X28363LK,|CMAGINS=-8.092|CREFMAG=11.495|KMAGINS=-9.091|KREFERR=0.019|KREFMAG=10.529|OBSERVAT=BSM_NM|TAVER=2.52|TB_BV=0.0120|TB_BVERR=0.0250|VERR=0.005|VMAGINS=-8.410|VX=1.0958,1,1.080,Z,-8.092,-9.091,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459925.85252,10.020,0.005,,V,BPEC,,105,99,X28363LK,|CMAGINS=-9.114|CREFERR=0.049|CREFMAG=10.452|KMAGINS=-9.651|KREFERR=0.042|KREFMAG=9.936|OBSERVAT=BSM_NM|TAVER=2.52|TV_BV=-0.0330|TV_BVERR=0.0180|VERR=0.004|VMAGINS=-9.542|VX=1.0994,1,1.082,Z,-9.114,-9.651,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459925.85391,9.317,0.007,,R,BPEC,,105,99,X28363LK,|CMAGINS=-9.332|CREFERR=0.091|CREFMAG=9.879|KMAGINS=-9.591|KREFERR=0.098|KREFMAG=9.570|OBSERVAT=BSM_NM|TAVER=2.52|TR_VI=-0.0480|TR_VIERR=0.0180|VERR=0.004|VMAGINS=-9.880|VX=1.1022,1,1.084,Z,-9.332,-9.591,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459925.85554,8.629,0.008,,I,BPEC,,105,99,X28363LK,|CMAGINS=-8.249|CREFERR=0.116|CREFMAG=9.345|KMAGINS=-8.320|KREFERR=0.128|KREFMAG=9.226|OBSERVAT=BSM_NM|TAVER=2.52|TI_VI=-0.0460|TI_VIERR=0.0160|VERR=0.006|VMAGINS=-8.952|VX=1.1055,1,1.086,Z,-8.249,-8.320,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459926.01166,11.166,0.003,,B,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.268|CREFERR=0.006|CREFMAG=11.510|KMAG=13.759|KMAGINS=-7.019|KREFERR=0.015|KREFMAG=13.783|VMAGINS=-9.612",0,1.814,Z,-9.268,-7.019,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459926.01240,9.999,0.002,,V,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.880|CREFERR=0.020|CREFMAG=11.112|KMAG=13.247|KMAGINS=-7.745|KREFERR=3.000|KREFMAG=13.224|VMAGINS=-10.993",0,1.804,Z,-9.880,-7.745,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459926.01287,9.285,0.004,,R,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.790|CREFERR=0.063|CREFMAG=10.854|KMAG=12.854|KMAGINS=-7.789|KREFMAG=0.000|VMAGINS=-11.359",0,1.798,Z,-9.790,-7.789,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459926.01329,8.581,0.004,,I,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.337|CREFERR=0.084|CREFMAG=10.609|KMAG=12.525|KMAGINS=-7.421|KREFMAG=0.000|VMAGINS=-11.365",0,1.794,Z,-9.337,-7.421,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459926.09014,11.168,0.015,,B,PEX,,111,,X28397GK,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.140|CREFERR=0.006|CREFMAG=11.510|VMAGINS=-9.482,0,1.975,Z,-9.140,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459926.09054,10.047,0.008,,V,PEX,,111,,X28397GK,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.818|CREFERR=0.020|CREFMAG=11.112|VMAGINS=-10.883,0,1.970,Z,-9.818,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459926.09091,9.343,0.008,,R,PEX,,111,,X28397GK,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.868|CREFERR=0.063|CREFMAG=10.854|VMAGINS=-11.379,0,1.965,Z,-9.868,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459926.09133,8.559,0.027,,I,PEX,,111,,X28397GK,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.241|CREFERR=0.084|CREFMAG=10.609|VMAGINS=-10.291,0,1.960,Z,-8.241,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459926.658621,9.7981,0.0142,,V,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459926.659189,10.9622,0.0153,,B,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459926.659728,9.3734,0.0139,,SR,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459926.818843,8.673,0.007,,I,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C =  9.345  K = 10.609,0,1.586,Z,18.311,19.670,,ASAS J060415+1245.9,VVS,STD,,,,
2459926.819005,8.684,0.007,,I,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C =  9.345  K = 10.609,0,1.588,Z,18.295,19.677,,ASAS J060415+1245.9,VVS,STD,,,,
2459926.819190,10.028,0.007,,V,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 10.452  K = 11.112,0,1.589,Z,18.027,18.734,,ASAS J060415+1245.9,VVS,STD,,,,
2459926.819340,10.025,0.007,,V,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 10.452  K = 11.112,0,1.591,Z,18.046,18.745,,ASAS J060415+1245.9,VVS,STD,,,,
2459926.819583,11.170,0.011,,B,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 11.495  K = 11.510,0,1.593,Z,18.804,18.838,,ASAS J060415+1245.9,VVS,STD,,,,
2459926.819861,11.195,0.011,,B,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 11.495  K = 11.510,0,1.595,Z,18.798,18.863,,ASAS J060415+1245.9,VVS,STD,,,,
2459927.01147,11.156,0.003,,B,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.276|CREFERR=0.006|CREFMAG=11.510|KMAG=13.769|KMAGINS=-7.017|KREFERR=0.015|KREFMAG=13.783|VMAGINS=-9.630",0,1.787,Z,-9.276,-7.017,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.01223,9.996,0.002,,V,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.856|CREFERR=0.020|CREFMAG=11.112|KMAG=13.219|KMAGINS=-7.749|KREFERR=3.000|KREFMAG=13.224|VMAGINS=-10.972",0,1.778,Z,-9.856,-7.749,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.01271,9.299,0.003,,R,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-10.100|CREFERR=0.063|CREFMAG=10.854|KMAG=12.872|KMAGINS=-8.081|KREFMAG=0.000|VMAGINS=-11.654",0,1.773,Z,-10.100,-8.081,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.01314,8.570,0.004,,I,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.326|CREFERR=0.084|CREFMAG=10.609|KMAG=12.553|KMAGINS=-7.382|KREFMAG=0.000|VMAGINS=-11.366",0,1.769,Z,-9.326,-7.382,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.08973,11.115,0.011,,B,PEX,,111,,X28398KE,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.105|CREFERR=0.006|CREFMAG=11.510|VMAGINS=-9.500,0,1.946,Z,-9.105,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.09012,10.028,0.005,,V,PEX,,111,,X28398KE,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.829|CREFERR=0.020|CREFMAG=11.112|VMAGINS=-10.913,0,1.940,Z,-9.829,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.09051,9.307,0.005,,R,PEX,,111,,X28398KE,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.736|CREFERR=0.063|CREFMAG=10.854|VMAGINS=-11.283,0,1.935,Z,-9.736,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.09089,8.616,0.017,,I,PEX,,111,,X28398KE,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.290|CREFERR=0.084|CREFMAG=10.609|VMAGINS=-10.283,0,1.930,Z,-8.290,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.513514,9.9188,0.0091,,V,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459927.514174,11.0344,0.0091,,B,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459927.514784,9.5261,0.0091,,SR,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459927.70008,10.099,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.159|CREFERR=0.049|CREFMAG=10.452|KMAG=11.184|KMAGINS=-8.427|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.512,0,1.798,Z,-9.159,-8.427,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.70074,10.102,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.153|CREFERR=0.049|CREFMAG=10.452|KMAG=11.194|KMAGINS=-8.411|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.502,0,1.789,Z,-9.153,-8.411,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.70140,10.108,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.186|CREFERR=0.049|CREFMAG=10.452|KMAG=11.200|KMAGINS=-8.438|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.530,0,1.780,Z,-9.186,-8.438,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.70207,10.096,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.182|CREFERR=0.049|CREFMAG=10.452|KMAG=11.186|KMAGINS=-8.448|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.539,0,1.771,Z,-9.182,-8.448,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.70273,10.097,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.173|CREFERR=0.049|CREFMAG=10.452|KMAG=11.195|KMAGINS=-8.429|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.528,0,1.763,Z,-9.173,-8.429,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.70340,10.109,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.188|CREFERR=0.049|CREFMAG=10.452|KMAG=11.192|KMAGINS=-8.448|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.531,0,1.754,Z,-9.188,-8.448,,ASAS J060415+1245.9,AAVSO,STD,0,,,
