HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459561.63850,2021-12-13.1330062,bH,1.50,14.993,10.764,0.005,179.676,0.822,g
2459561.73923,2021-12-13.2337287,bl,1.50,14.959,10.734,0.005,184.687,0.887,g
2459561.74047,2021-12-13.2349670,bl,1.50,14.948,10.724,0.005,186.365,0.899,g
2459561.74171,2021-12-13.2362065,bl,1.42,14.960,10.732,0.005,185.159,0.917,g
2459561.85262,2021-12-13.3471223,bl,1.48,14.891,10.722,0.006,186.829,0.953,g
2459561.85387,2021-12-13.3483721,bl,1.45,14.883,10.723,0.006,186.646,0.957,g
2459561.85511,2021-12-13.3496131,bl,1.52,14.879,10.713,0.006,188.227,0.947,g
2459563.79007,2021-12-15.2845331,bt,1.56,15.006,10.779,0.010,177.224,1.585,g
2459563.79131,2021-12-15.2857725,bt,1.51,14.996,10.739,0.009,183.788,1.502,g
2459563.79255,2021-12-15.2870238,bt,1.97,15.013,10.773,0.009,178.170,1.486,g
2459563.84610,2021-12-15.3405734,bt,1.50,15.007,10.758,0.009,180.592,1.476,g
2459563.84733,2021-12-15.3418047,bt,1.56,14.998,10.750,0.009,182.101,1.521,g
2459563.84858,2021-12-15.3430475,bt,1.55,14.988,10.744,0.008,183.080,1.433,g
2459564.80594,2021-12-16.3003995,bl,1.50,14.907,10.713,0.006,188.350,0.999,g
2459564.80720,2021-12-16.3016554,bl,1.50,14.915,10.707,0.006,189.346,0.972,g
2459564.80843,2021-12-16.3028950,bl,1.48,14.913,10.705,0.006,189.745,0.927,g
2459570.55475,2021-12-22.0491693,bl,1.53,14.891,10.805,0.006,172.844,0.926,g
2459570.55599,2021-12-22.0504085,bl,1.55,14.890,10.817,0.006,171.131,0.910,g
2459570.55723,2021-12-22.0516575,bl,1.59,14.903,10.825,0.006,169.876,0.953,g
2459573.60792,2021-12-25.1023454,bl,1.45,14.993,10.913,0.006,156.608,0.841,g
2459573.60916,2021-12-25.1035895,bl,1.48,14.991,10.908,0.006,157.361,0.836,g
2459573.61040,2021-12-25.1048290,bl,1.48,14.999,10.921,0.006,155.532,0.811,g
2459573.70352,2021-12-25.1979564,bt,1.47,13.359,10.952,0.030,151.090,4.164,g
2459573.70477,2021-12-25.1991949,bt,1.52,13.544,10.966,0.022,149.134,3.064,g
2459573.70599,2021-12-25.2004261,bt,1.55,13.387,11.083,0.042,133.925,5.130,g
2459576.92430,2021-12-28.4187501,bt,1.99,14.971,10.884,0.009,160.852,1.291,g
2459576.92554,2021-12-28.42,bt,1.66,14.995,10.933,0.009,153.697,1.325,g
2459576.92680,2021-12-28.4212417,bt,1.65,14.988,10.894,0.009,159.302,1.352,g
2459578.86395,2021-12-30.3584166,bt,1.49,15.081,10.848,0.008,166.264,1.312,g
2459578.86518,2021-12-30.3596488,bt,1.54,15.088,10.860,0.009,164.535,1.321,g
2459578.86642,2021-12-30.3608847,bt,1.47,15.075,10.828,0.009,169.382,1.377,g
2459578.90211,2021-12-30.3965839,bt,1.63,15.045,10.825,0.008,169.786,1.234,g
2459578.90334,2021-12-30.3978084,bt,1.65,15.043,10.825,0.008,169.897,1.244,g
2459578.90458,2021-12-30.3990547,bt,2.00,15.042,10.829,0.008,169.267,1.219,g
2459579.80602,2021-12-31.3005045,bl,1.47,14.922,10.767,0.006,179.171,0.907,g
2459579.80726,2021-12-31.3017436,bl,1.46,14.878,10.699,0.006,190.734,1.035,g
2459580.62191,2022-01-01.1164005,bH,1.47,15.050,10.778,0.005,177.341,0.800,g
2459580.62321,2022-01-01.1177030,bH,1.50,15.037,10.769,0.004,178.824,0.772,g
2459580.62452,2022-01-01.1190078,bH,1.43,15.038,10.762,0.005,179.894,0.829,g
2459581.68889,2022-01-02.1834070,bl,1.42,14.968,10.734,0.005,184.616,0.838,g
2459581.69012,2022-01-02.1846350,bl,1.48,14.961,10.720,0.005,187.031,0.847,g
2459581.69136,2022-01-02.1858777,bl,1.47,14.969,10.739,0.005,183.854,0.873,g
2459581.72355,2022-01-02.2180707,bH,1.54,15.021,10.720,0.005,187.002,0.813,g
2459581.72485,2022-01-02.2193754,bH,1.49,15.035,10.755,0.005,181.259,0.825,g
2459581.72615,2022-01-02.2206644,bH,1.49,15.033,10.750,0.005,181.990,0.849,g
2459582.36341,2022-01-02.8579379,bp,1.47,15.031,10.749,0.005,182.077,0.816,g
2459582.36466,2022-01-02.8591938,bp,1.51,15.041,10.773,0.005,178.246,0.818,g
2459582.36591,2022-01-02.8604332,bp,1.52,15.027,10.737,0.005,184.115,0.815,g
2459582.54577,2022-01-03.0403059,bp,1.52,14.943,10.726,0.005,186.147,0.967,g
2459582.54702,2022-01-03.0415539,bp,1.54,14.955,10.739,0.005,183.742,0.891,g
2459582.54828,2022-01-03.0428107,bp,1.58,14.951,10.739,0.005,183.850,0.899,g
2459582.61998,2022-01-03.1145068,bl,1.48,14.959,10.731,0.005,185.139,0.886,g
2459582.62121,2022-01-03.1157403,bl,1.41,14.939,10.706,0.005,189.589,0.917,g
2459582.62246,2022-01-03.1169856,bl,1.44,14.936,10.693,0.005,191.716,0.897,g
2459582.68692,2022-01-03.1814603,bH,1.41,15.028,10.723,0.005,186.602,0.864,g
2459582.68820,2022-01-03.1827403,bH,1.40,15.031,10.725,0.005,186.165,0.818,g
2459582.68950,2022-01-03.1840327,bH,1.37,15.028,10.722,0.004,186.605,0.785,g
2459582.72253,2022-01-03.2170621,bl,1.48,14.953,10.710,0.005,188.796,0.892,g
2459582.72376,2022-01-03.2182907,bl,1.44,14.957,10.718,0.005,187.473,0.904,g
2459582.72500,2022-01-03.2195300,bl,1.45,14.961,10.734,0.005,184.697,0.875,g
2459583.79073,2022-01-04.2852909,bl,1.48,14.890,10.692,0.006,192.049,0.955,g
2459583.79199,2022-01-04.2865398,bl,1.44,14.897,10.691,0.006,192.183,0.935,g
2459583.79324,2022-01-04.2877966,bl,1.46,14.894,10.707,0.006,189.305,0.990,g
2459584.39173,2022-01-04.8863016,bp,1.58,15.011,10.718,0.005,187.388,0.891,g
2459584.39299,2022-01-04.8875621,bp,1.58,15.030,10.754,0.005,181.347,0.848,g
2459584.39424,2022-01-04.8888086,bp,1.55,15.033,10.750,0.005,181.878,0.854,g
2459585.37600,2022-01-05.8705944,bp,1.58,15.013,10.725,0.005,186.115,0.820,g
2459585.37728,2022-01-05.8718726,bp,1.57,15.003,10.719,0.005,187.377,0.824,g
2459585.37851,2022-01-05.8731076,bp,1.58,15.007,10.716,0.005,187.821,0.812,g
2459586.39529,2022-01-06.8899145,bp,1.52,15.016,10.768,0.005,178.907,0.840,g
2459586.39671,2022-01-06.8913229,bp,1.51,15.015,10.756,0.005,181.034,0.857,g
2459586.39795,2022-01-06.8925721,bp,1.56,15.005,10.723,0.005,186.561,0.851,g
2459587.89050,2022-01-08.3851641,bt,1.48,14.986,10.735,0.009,184.547,1.481,g
2459587.89173,2022-01-08.3863931,bt,1.58,14.959,10.688,0.008,192.709,1.516,g
2459587.89297,2022-01-08.3876362,bt,1.51,14.965,10.699,0.008,190.644,1.507,g
2459588.86704,2022-01-09.3617203,bt,1.55,14.348,10.703,0.012,190.109,2.031,g
2459588.86824,2022-01-09.3629319,bt,1.49,13.849,10.771,0.018,178.540,2.897,g
2459588.86948,2022-01-09.3641726,bt,1.46,13.848,10.780,0.018,176.991,2.842,g
2459591.44931,2022-01-11.9440856,bp,1.53,15.022,10.811,0.005,172.107,0.844,g
2459591.45060,2022-01-11.9453718,bp,1.55,15.009,10.811,0.006,172.129,0.885,g
2459591.45189,2022-01-11.9466630,bp,1.53,15.018,10.822,0.006,170.363,0.874,g
2459592.49712,2022-01-12.9919290,bp,1.47,15.002,10.836,0.006,168.105,0.846,g
2459592.49835,2022-01-12.9931601,bp,1.56,14.996,10.842,0.006,167.213,0.921,g
2459592.49960,2022-01-12.9944127,bp,1.48,15.019,10.864,0.006,163.841,0.842,g
2459593.84890,2022-01-14.3437663,bt,1.51,15.074,10.863,0.006,163.976,0.939,g
2459593.85014,2022-01-14.3450070,bt,1.60,15.015,10.851,0.006,165.889,0.913,g
2459593.85138,2022-01-14.3462417,bt,1.56,15.016,10.850,0.006,166.014,0.886,g
2459597.82464,2022-01-18.3196672,bD,1.56,15.254,10.889,0.005,160.034,0.705,g
2459597.82591,2022-01-18.3209346,bD,1.51,15.293,10.915,0.005,156.333,0.678,g
2459597.82717,2022-01-18.3221932,bD,1.44,15.261,10.924,0.005,155.079,0.683,g
2459597.87748,2022-01-18.3725081,bD,1.51,15.287,10.899,0.005,158.650,0.725,g
2459597.87875,2022-01-18.3737697,bD,1.49,15.256,10.898,0.005,158.889,0.739,g
2459597.88001,2022-01-18.3750362,bD,1.53,15.256,10.897,0.005,158.892,0.726,g
2459597.94272,2022-01-18.4377535,bD,1.49,15.261,10.890,0.005,160.004,0.683,g
2459597.94399,2022-01-18.4390153,bD,1.54,15.255,10.905,0.005,157.766,0.690,g
2459597.94525,2022-01-18.4402841,bD,1.52,15.271,10.896,0.005,159.101,0.706,g
2459598.58047,2022-01-19.0755244,bH,1.40,15.001,10.867,0.006,163.386,0.880,g
2459598.58177,2022-01-19.0768232,bH,1.42,15.006,10.871,0.006,162.819,0.868,g
2459598.58306,2022-01-19.0781090,bH,1.48,15.012,10.886,0.006,160.509,0.907,g
2459600.55994,2022-01-21.0550876,bH,2.32,14.973,10.810,0.005,172.083,0.827,g
2459600.56124,2022-01-21.0563890,bH,2.28,14.983,10.812,0.006,171.920,0.834,g
2459600.56252,2022-01-21.0576778,bH,2.27,14.983,10.811,0.006,172.101,0.824,g
2459600.64126,2022-01-21.1364138,bl,1.47,14.942,10.793,0.006,174.968,0.857,g
2459600.64249,2022-01-21.1376509,bl,1.48,14.956,10.797,0.006,174.217,0.903,g
2459600.64374,2022-01-21.1388979,bl,1.45,14.956,10.794,0.006,174.751,0.932,g
2459601.39562,2022-01-21.8908109,bp,2.38,14.912,10.797,0.007,174.236,1.064,g
2459601.39687,2022-01-21.8920586,bp,2.36,14.924,10.789,0.007,175.440,1.028,g
2459601.39811,2022-01-21.8933005,bp,2.30,14.873,10.774,0.006,178.126,1.046,g
2459602.45524,2022-01-22.9504855,bp,1.45,14.956,10.755,0.006,181.165,0.938,g
2459602.45648,2022-01-22.9517273,bp,1.50,14.946,10.753,0.006,181.561,0.881,g
2459602.45773,2022-01-22.9529795,bp,1.46,14.935,10.734,0.006,184.772,0.868,g
2459602.79966,2022-01-23.2949224,bD,1.65,15.281,10.757,0.004,180.843,0.727,g
2459602.80093,2022-01-23.2961923,bD,1.69,15.275,10.750,0.004,181.968,0.764,g
2459604.89367,2022-01-25.3890386,bD,1.57,15.285,10.737,0.004,184.108,0.642,g
2459604.89492,2022-01-25.3903013,bD,1.53,15.276,10.716,0.004,187.620,0.665,g
2459604.89617,2022-01-25.3915480,bD,1.55,15.275,10.709,0.004,189.060,0.673,g
2459605.64196,2022-01-26.1373846,bl,1.45,14.943,10.701,0.005,190.330,0.906,g
2459605.64321,2022-01-26.1386253,bl,1.48,14.944,10.706,0.005,189.607,0.929,g
2459605.64444,2022-01-26.1398649,bl,1.51,14.928,10.670,0.005,195.885,0.893,g
2459606.84299,2022-01-27.3384688,bt,1.60,15.047,10.683,0.005,193.471,0.846,g
2459606.84423,2022-01-27.3397097,bt,1.57,15.065,10.730,0.005,185.322,0.890,g
2459606.84546,2022-01-27.3409377,bt,1.58,15.058,10.723,0.005,186.607,0.878,g
2459607.55014,2022-01-28.0456704,bl,2.39,14.880,10.677,0.007,194.491,1.167,g
2459607.55138,2022-01-28.0469100,bl,2.38,14.881,10.674,0.007,195.184,1.161,g
2459607.55262,2022-01-28.0481484,bl,2.36,14.879,10.673,0.007,195.333,1.235,g
2459609.36007,2022-01-29.8557010,bp,1.45,15.011,10.699,0.005,190.749,0.863,g
2459609.36133,2022-01-29.8569646,bp,1.44,15.014,10.684,0.005,193.464,0.825,g
2459609.36258,2022-01-29.8582109,bp,1.48,15.028,10.716,0.005,187.808,0.810,g
2459609.57156,2022-01-30.0672100,bl,1.54,14.917,10.668,0.005,196.259,0.896,g
2459609.57280,2022-01-30.0684539,bl,1.50,14.919,10.680,0.005,194.123,0.910,g
2459609.57404,2022-01-30.0696908,bl,1.47,14.925,10.682,0.005,193.619,0.881,g
2459610.83502,2022-01-31.3307410,bt,1.54,15.021,10.736,0.005,184.259,0.860,g
2459610.83625,2022-01-31.3319768,bt,1.52,15.040,10.734,0.005,184.545,0.829,g
2459610.83750,2022-01-31.3332150,bt,1.51,15.046,10.750,0.005,181.993,0.873,g
2459611.77028,2022-02-01.2660615,bt,1.51,14.848,10.753,0.006,181.430,0.961,g
2459611.77152,2022-02-01.2673012,bt,1.55,14.944,10.772,0.006,178.231,0.951,g
2459611.77276,2022-02-01.2685395,bt,1.52,15.013,10.818,0.006,170.956,0.880,g
2459611.82327,2022-02-01.3190539,bt,1.57,15.089,10.783,0.005,176.658,0.825,g
2459611.82451,2022-02-01.3202973,bt,1.56,15.079,10.759,0.005,180.462,0.800,g
2459611.82576,2022-02-01.3215413,bt,1.56,15.069,10.787,0.005,175.888,0.808,g
2459612.90519,2022-02-02.4010548,bD,1.46,15.321,10.800,0.004,173.748,0.626,g
2459612.90645,2022-02-02.4023043,bD,1.50,15.317,10.798,0.004,174.140,0.637,g
2459612.90770,2022-02-02.4035565,bD,1.52,15.314,10.795,0.004,174.580,0.662,g
2459613.89888,2022-02-03.3948072,bD,1.48,15.335,10.828,0.004,169.336,0.619,g
2459613.90014,2022-02-03.3960665,bD,1.51,15.345,10.850,0.004,166.058,0.601,g
2459613.90142,2022-02-03.3973457,bD,1.49,15.339,10.829,0.004,169.101,0.608,g
2459614.90231,2022-02-04.3983016,bD,1.53,15.350,10.866,0.004,163.564,0.594,g
2459614.90356,2022-02-04.3995518,bD,1.47,15.349,10.858,0.004,164.846,0.617,g
2459614.90481,2022-02-04.4008112,bD,1.46,15.325,10.817,0.004,171.051,0.623,g
2459616.69545,2022-02-06.1915686,bl,1.50,14.971,10.891,0.006,159.936,0.851,g
2459616.69669,2022-02-06.1928108,bl,1.42,14.959,10.864,0.006,163.775,0.849,g
2459616.69793,2022-02-06.1940560,bl,1.44,14.962,10.874,0.006,162.439,0.845,g
2459616.71320,2022-02-06.2093150,bH,1.46,15.021,10.897,0.006,158.903,0.831,g
2459616.71449,2022-02-06.2106107,bH,1.53,15.030,10.929,0.006,154.333,0.818,g
2459616.71577,2022-02-06.2118994,bH,1.50,15.031,10.940,0.006,152.845,0.867,g
2459617.35047,2022-02-06.8466275,bp,1.50,15.071,10.888,0.005,160.217,0.744,g
2459617.35171,2022-02-06.8478692,bp,1.46,15.074,10.899,0.006,158.671,0.790,g
2459617.35295,2022-02-06.8491146,bp,1.47,15.088,10.910,0.006,157.102,0.757,g
2459619.78491,2022-02-09.2812598,bD,1.49,15.337,10.867,0.004,163.315,0.608,g
2459619.78617,2022-02-09.2825113,bD,1.52,15.333,10.867,0.004,163.391,0.595,g
2459619.78743,2022-02-09.2837729,bD,1.52,15.340,10.862,0.004,164.220,0.599,g
2459620.67846,2022-02-10.1748682,bl,1.54,14.874,10.806,0.006,172.793,0.942,g
2459620.67970,2022-02-10.1761145,bl,1.47,14.886,10.822,0.006,170.294,0.971,g
2459620.68097,2022-02-10.1773761,bl,1.49,14.881,10.827,0.006,169.517,0.953,g
2459620.76091,2022-02-10.2573203,bt,1.58,15.191,10.851,0.005,165.867,0.811,g
2459620.76215,2022-02-10.2585574,bt,1.54,15.229,10.896,0.006,159.173,0.829,g
2459620.76339,2022-02-10.2598001,bt,1.54,15.204,10.860,0.005,164.499,0.793,g
2459624.84088,2022-02-14.3376127,bD,1.53,15.230,10.731,0.004,185.201,0.733,g
2459624.84212,2022-02-14.3388559,bD,1.53,15.223,10.733,0.004,184.885,0.719,g
2459624.84338,2022-02-14.3401189,bD,1.55,15.226,10.734,0.004,184.784,0.744,g
2459625.81482,2022-02-15.3116303,bD,1.51,15.236,10.727,0.004,185.893,0.733,g
2459625.81608,2022-02-15.3128885,bD,1.61,15.230,10.729,0.004,185.529,0.774,g
2459625.81735,2022-02-15.3141542,bD,1.57,15.238,10.727,0.004,185.781,0.738,g
2459625.84880,2022-02-15.3456187,bD,1.51,15.219,10.725,0.004,186.189,0.725,g
2459625.85007,2022-02-15.3468793,bD,1.54,15.223,10.731,0.004,185.205,0.733,g
2459625.85133,2022-02-15.3481412,bD,1.54,15.228,10.725,0.004,186.196,0.727,g
2459626.58410,2022-02-16.0809615,bH,1.54,14.856,10.708,0.006,189.201,0.968,g
2459626.58538,2022-02-16.0822462,bH,1.46,14.891,10.731,0.006,185.151,1.028,g
2459626.58667,2022-02-16.0835380,bH,1.49,14.878,10.709,0.006,189.030,0.953,g
2459627.67619,2022-02-17.1731454,bH,1.46,14.751,10.689,0.006,192.452,1.089,g
2459627.67747,2022-02-17.1744354,bH,1.48,14.785,10.685,0.006,193.276,1.082,g
2459627.67876,2022-02-17.1757254,bH,1.49,14.790,10.703,0.007,189.968,1.172,g
2459630.40557,2022-02-19.9027635,bp,1.57,14.857,10.687,0.006,192.868,1.011,g
2459630.40682,2022-02-19.9040067,bp,1.58,14.843,10.667,0.006,196.494,1.086,g
2459630.40811,2022-02-19.9052990,bp,1.59,14.832,10.680,0.006,194.077,1.058,g
2459631.33952,2022-02-20.8367869,bp,1.48,14.981,10.700,0.005,190.692,0.877,g
2459631.34088,2022-02-20.8381567,bp,1.52,14.983,10.705,0.005,189.513,0.835,g
2459631.34221,2022-02-20.8394710,bp,1.54,14.975,10.701,0.005,190.303,0.876,g
2459631.76120,2022-02-21.2585061,bt,1.58,15.106,10.704,0.005,189.783,0.846,g
2459631.76243,2022-02-21.2597362,bt,1.64,15.111,10.712,0.005,188.431,0.833,g
2459631.76368,2022-02-21.2609885,bt,1.65,15.087,10.693,0.005,191.789,0.876,g
2459632.79278,2022-02-22.2901813,bt,2.00,15.074,10.717,0.005,187.677,0.932,g
2459632.79403,2022-02-22.2914196,bt,2.00,15.071,10.717,0.006,187.575,0.969,g
2459632.79527,2022-02-22.2926590,bt,2.00,15.074,10.744,0.005,183.050,0.876,g
2459633.64878,2022-02-23.1462431,bl,1.51,14.900,10.758,0.006,180.718,0.979,g
2459633.65002,2022-02-23.1474802,bl,1.51,14.888,10.738,0.006,183.945,0.980,g
2459633.65126,2022-02-23.1487217,bl,1.48,14.883,10.726,0.006,186.107,1.010,g
2459633.75707,2022-02-23.2545542,bt,1.54,13.117,10.664,0.026,197.015,4.576,g
2459633.75953,2022-02-23.2570105,bt,1.41,99.990,99.990,99.990,99.990,99.990,g
2459634.36684,2022-02-23.8643665,bp,1.48,15.020,10.817,0.006,171.109,0.839,g
2459634.36808,2022-02-23.8656049,bp,1.50,15.004,10.790,0.005,175.289,0.871,g
2459634.36932,2022-02-23.8668458,bp,1.53,15.013,10.808,0.006,172.447,0.839,g
2459636.76294,2022-02-26.2606861,bD,1.58,15.325,10.849,0.005,166.139,0.646,g
2459636.76421,2022-02-26.2619619,bD,1.65,15.327,10.848,0.004,166.274,0.622,g
2459636.76547,2022-02-26.2632144,bD,1.47,15.331,10.844,0.004,166.781,0.646,g
2459637.59324,2022-02-27.0910527,bl,1.48,14.966,10.842,0.006,167.144,0.848,g
2459637.59447,2022-02-27.0922877,bl,1.48,14.964,10.833,0.006,168.486,0.854,g
2459637.59571,2022-02-27.0935296,bl,1.45,14.964,10.836,0.006,168.095,0.842,g
2459637.63554,2022-02-27.1333645,bH,1.44,15.008,10.851,0.006,165.885,0.848,g
2459637.63684,2022-02-27.1346562,bH,1.47,15.015,10.876,0.006,161.936,0.811,g
2459637.63812,2022-02-27.1359413,bH,1.43,15.019,10.872,0.006,162.680,0.884,g
2459638.63419,2022-02-28.1320950,bH,1.44,15.014,10.839,0.006,167.676,0.876,g
2459638.63546,2022-02-28.1333737,bH,1.39,14.997,10.807,0.006,172.664,0.866,g
2459638.63676,2022-02-28.1346663,bH,1.44,15.011,10.826,0.006,169.686,0.896,g
2459640.32876,2022-03-01.8268287,bp,1.58,14.995,10.738,0.005,184.019,0.883,g
2459640.33000,2022-03-01.8280682,bp,1.54,14.988,10.732,0.005,185.161,0.867,g
2459640.33130,2022-03-01.8293628,bp,1.59,14.992,10.737,0.005,184.180,0.874,g
2459640.38202,2022-03-01.8800928,bp,1.49,14.972,10.770,0.006,178.567,0.878,g
2459640.38326,2022-03-01.8813340,bp,1.54,14.975,10.795,0.006,174.489,0.863,g
2459640.38450,2022-03-01.8825756,bp,1.52,14.953,10.753,0.006,181.440,0.894,g
2459642.73035,2022-03-04.2286400,bt,1.50,14.914,10.823,0.009,170.135,1.438,g
2459642.73160,2022-03-04.2298924,bt,1.50,14.789,10.793,0.008,175.013,1.407,g
2459642.73284,2022-03-04.2311306,bt,1.51,14.946,10.811,0.007,172.047,1.147,g
2459644.78571,2022-03-06.2841885,bD,1.53,15.278,10.727,0.004,185.765,0.667,g
2459644.78696,2022-03-06.2854493,bD,1.52,15.279,10.724,0.004,186.465,0.687,g
2459644.78823,2022-03-06.2867121,bD,1.60,15.275,10.728,0.003,185.727,0.639,g
2459645.60053,2022-03-07.0990929,bH,1.39,15.186,10.724,0.007,186.483,1.202,g
2459645.60184,2022-03-07.1003966,bH,1.42,15.182,10.730,0.007,185.463,1.166,g
2459645.60313,2022-03-07.1016923,bH,1.46,15.180,10.719,0.007,187.201,1.216,g
2459647.30394,2022-03-08.8026684,bp,1.51,14.970,10.712,0.005,188.568,0.867,g
2459647.30518,2022-03-08.8039081,bp,1.54,14.964,10.711,0.005,188.614,0.868,g
2459647.30642,2022-03-08.8051513,bp,1.48,14.973,10.729,0.005,185.518,0.893,g
2459648.50641,2022-03-10.0052472,bl,1.98,15.143,10.706,0.009,189.528,1.499,g
2459648.50765,2022-03-10.0064973,bl,2.01,15.142,10.695,0.008,191.328,1.444,g
2459648.50891,2022-03-10.0077484,bl,2.02,15.148,10.701,0.009,190.352,1.484,g
2459651.75644,2022-03-13.2555876,bD,1.56,15.228,10.672,0.004,195.714,0.743,g
2459651.75769,2022-03-13.2568351,bD,1.47,15.232,10.679,0.004,194.329,0.718,g
2459651.75893,2022-03-13.2580828,bD,1.54,15.226,10.672,0.004,195.518,0.697,g
2459653.79447,2022-03-15.2938157,bD,1.51,15.210,10.712,0.004,188.486,0.749,g
2459653.79571,2022-03-15.2950564,bD,1.54,15.212,10.706,0.004,189.390,0.762,g
2459653.79697,2022-03-15.2963172,bD,1.49,15.164,10.708,0.005,189.134,0.839,g
2459654.34003,2022-03-15.8394291,bp,1.56,14.897,10.731,0.006,185.286,1.013,g
2459654.34128,2022-03-15.8406811,bp,1.46,14.882,10.766,0.006,179.168,0.971,g
2459654.34253,2022-03-15.8419326,bp,1.51,14.854,10.724,0.006,186.511,1.001,g
2459655.68170,2022-03-17.1812332,bt,1.52,15.044,10.791,0.005,175.123,0.883,g
2459655.68293,2022-03-17.1824695,bt,1.52,15.019,10.751,0.005,181.695,0.887,g
2459655.68415,2022-03-17.1836879,bt,1.48,15.054,10.743,0.005,183.201,0.931,g
2459656.58798,2022-03-18.0876039,bH,2.15,14.932,10.799,0.010,173.862,1.613,g
2459656.58928,2022-03-18.0889027,bH,2.11,14.993,10.832,0.009,168.857,1.413,g
2459656.59057,2022-03-18.0901877,bH,2.21,14.955,10.816,0.009,171.312,1.453,g
2459657.68373,2022-03-19.1834539,bt,1.46,15.105,10.841,0.006,167.370,0.888,g
2459657.68497,2022-03-19.1846921,bt,1.47,15.063,10.817,0.005,171.156,0.840,g
2459657.68620,2022-03-19.1859223,bt,1.51,15.097,10.834,0.006,168.383,0.949,g
2459658.56696,2022-03-20.0667734,bH,1.42,15.180,10.859,0.007,164.494,1.026,g
2459658.56825,2022-03-20.0680680,bH,1.47,15.208,10.880,0.007,161.497,1.068,g
2459658.56956,2022-03-20.0693677,bH,1.45,15.179,10.854,0.007,165.283,1.082,g
2459659.77594,2022-03-21.2758726,bD,1.48,15.338,10.866,0.005,163.623,0.643,g
2459659.77719,2022-03-21.2771273,bD,1.50,15.333,10.864,0.005,163.836,0.621,g
2459659.77846,2022-03-21.2783880,bD,1.58,15.332,10.861,0.005,164.279,0.630,g
2459660.57456,2022-03-22.0745725,bl,1.45,15.161,10.852,0.008,165.595,1.161,g
2459660.57580,2022-03-22.0758128,bl,1.55,15.163,10.870,0.007,162.885,1.114,g
2459660.57704,2022-03-22.0770521,bl,1.52,15.162,10.862,0.008,164.023,1.199,g
2459661.56229,2022-03-23.0623944,bH,1.43,15.246,10.851,0.007,165.881,1.012,g
2459661.56357,2022-03-23.0636763,bH,1.40,15.253,10.861,0.007,164.275,0.999,g
2459661.56487,2022-03-23.0649697,bH,1.46,15.252,10.865,0.007,163.617,0.988,g
2459662.57272,2022-03-24.0729265,bl,2.21,15.112,10.807,0.007,172.593,1.169,g
2459662.57396,2022-03-24.0741589,bl,2.24,15.119,10.819,0.009,170.685,1.391,g
2459662.57520,2022-03-24.0754042,bl,2.25,15.116,10.819,0.007,170.677,1.179,g
2459662.66933,2022-03-24.1695469,bt,1.51,15.159,10.808,0.005,172.402,0.819,g
2459662.67055,2022-03-24.1707623,bt,1.56,15.164,10.807,0.005,172.653,0.768,g
2459662.67180,2022-03-24.1720156,bt,1.53,15.141,10.777,0.005,177.451,0.849,g
2459663.58147,2022-03-25.0817770,bl,1.52,15.136,10.780,0.007,176.979,1.117,g
2459663.58271,2022-03-25.0830096,bl,1.51,15.145,10.812,0.007,171.995,1.087,g
2459663.58394,2022-03-25.0842479,bl,1.45,15.138,10.791,0.007,175.166,1.075,g
2459663.58518,2022-03-25.0854851,bl,1.53,15.128,10.778,0.007,177.344,1.150,g
2459663.58643,2022-03-25.0867324,bl,1.51,15.143,10.803,0.007,173.393,1.094,g
2459663.58766,2022-03-25.0879697,bl,1.54,15.127,10.786,0.007,175.996,1.135,g
2459664.56070,2022-03-26.0610986,bH,1.43,15.226,10.785,0.006,176.362,1.016,g
2459664.56199,2022-03-26.0623849,bH,1.45,15.218,10.775,0.006,177.882,0.950,g
2459664.56328,2022-03-26.0636832,bH,1.42,15.211,10.766,0.006,179.319,0.872,g
2459665.55589,2022-03-27.0563912,bH,1.43,15.202,10.749,0.006,182.046,0.932,g
2459665.55718,2022-03-27.0576760,bH,1.48,15.218,10.770,0.006,178.645,0.967,g
2459665.55847,2022-03-27.0589684,bH,1.45,15.224,10.774,0.007,178.020,1.057,g
2459666.56089,2022-03-28.0614877,bl,1.46,15.121,10.736,0.007,184.426,1.175,g
2459666.56213,2022-03-28.0627225,bl,1.46,15.117,10.733,0.007,184.769,1.127,g
2459666.56336,2022-03-28.0639562,bl,1.54,15.116,10.732,0.007,184.972,1.135,g
2459666.65897,2022-03-28.1595804,bt,1.50,15.067,10.733,0.005,184.720,0.856,g
2459666.66020,2022-03-28.1608094,bt,1.49,15.073,10.745,0.005,182.829,0.817,g
2459666.66143,2022-03-28.1620394,bt,1.52,15.064,10.724,0.005,186.483,0.891,g
2459667.52207,2022-03-29.0227576,bl,1.45,15.136,10.688,0.007,192.556,1.151,g
2459667.52331,2022-03-29.0239981,bl,1.49,15.149,10.709,0.007,188.969,1.150,g
2459667.52455,2022-03-29.0252378,bl,1.48,15.150,10.716,0.007,187.746,1.145,g
2459668.54790,2022-03-30.0486912,bl,1.41,15.125,10.700,0.007,190.438,1.167,g
2459668.54914,2022-03-30.0499313,bl,1.43,15.127,10.706,0.007,189.407,1.149,g
2459668.55038,2022-03-30.0511716,bl,1.45,15.126,10.708,0.007,189.209,1.169,g
2459670.63432,2022-04-01.1353140,bt,1.56,15.092,10.682,0.005,193.679,0.852,g
